date,location_key,truth_value,cumulative_deceased_age_0,cumulative_deceased_age_5,cumulative_deceased_age_4,cumulative_confirmed_male,cumulative_confirmed_female,new_confirmed,cumulative_confirmed,cumulative_deceased,new_deceased,search_trends_hypoxemia,search_trends_phlegm,search_trends_pneumonia,search_trends_common_cold,search_trends_nasal_congestion,search_trends_cough,new_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,cumulative_hospitalized_patients,cumulative_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_janssen,cumulative_persons_fully_vaccinated_pfizer,cumulative_vaccine_doses_administered,cumulative_persons_fully_vaccinated_janssen,cumulative_persons_vaccinated,cumulative_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated,average_temperature_celsius,dew_point,mobility_workplaces,search_trends_pain,search_trends_infection,stringency_index,vaccination_policy
2020-04-11,US_GA,5878,,,,,,676.0,12159.0,428.0,12.0,0.3,0.9,1.49,14.51,1.84,5.4,128.0,,,2479.0,,,,,,,,,,11.866667,0.518519,-36.0,32.28,25.8,71.3,0.0
2020-04-11,US_HI,135,,,,,,23.0,465.0,8.0,2.0,0.45,0.86,1.86,16.17,1.95,5.77,1.0,,,43.0,,,,,,,,,,23.975309,18.566667,-47.0,40.45,32.0,76.85,0.0
2020-04-11,US_ID,362,,,,,,58.0,1423.0,25.0,1.0,0.29,0.78,1.66,13.97,1.2,4.88,1.0,61.0,,128.0,,,,,,,,,,6.67284,-2.47619,-34.0,34.98,28.8,87.96,0.0
2020-04-11,US_IL,8823,,,,,,1293.0,19180.0,677.0,81.0,0.34,0.8,1.5,13.49,1.45,5.03,0.0,3680.0,1166.0,,,,,,,,,,,10.888889,-1.469136,-38.0,30.19,24.42,82.41,0.0
2020-04-11,US_IN,3519,,,,0.0,0.0,528.0,7435.0,330.0,30.0,0.33,0.65,1.27,11.99,1.15,4.28,0.0,,820.0,,,,,,,,,,,9.144444,-1.577778,-36.0,29.68,23.19,79.63,0.0
2020-04-11,US_IA,724,,,,,,122.0,1510.0,34.0,3.0,0.34,0.73,1.5,12.67,1.16,4.65,0.0,118.0,51.0,,,,,,,,,,,7.858025,0.555556,-28.0,32.78,25.66,72.22,0.0
2020-04-11,US_KS,580,,,,,,102.0,1268.0,55.0,5.0,0.26,0.63,1.23,11.36,1.21,4.18,19.0,,,293.0,,,,,,,,,,16.950617,4.944444,-31.0,30.29,23.31,79.63,0.0
2020-04-11,US_KY,942,,,,,,0.0,1693.0,90.0,0.0,0.33,0.65,1.45,13.04,1.32,4.49,0.0,271.0,105.0,459.0,,,,,,,,,,7.377778,-2.641975,-33.0,32.34,26.37,90.74,0.0
2020-04-11,US_LA,7514,,,,,,761.0,20014.0,806.0,51.0,0.37,0.91,1.54,14.45,1.6,5.5,0.0,2067.0,,,,,,,,,,,,16.527778,9.308642,-36.0,32.53,26.35,75.93,0.0
2020-04-11,US_ME,160,0.0,2.0,1.0,,,30.0,616.0,19.0,2.0,0.16,0.36,0.83,6.22,0.6,2.45,3.0,,,114.0,,,,,,,,,,1.722222,-3.622222,-33.0,17.36,20.57,93.52,0.0
2020-04-11,US_MD,4569,,,,,,726.0,7694.0,298.0,43.0,0.35,0.85,1.44,13.93,1.68,5.24,296.0,,,1709.0,,,,,,,,,,8.597222,-4.142857,-39.0,30.21,25.28,93.52,0.0
2020-04-11,US_MA,11124,,,,,,1886.0,22860.0,946.0,114.0,0.46,0.69,1.36,12.68,1.17,4.5,72.0,2507.0,,2507.0,,,,,,,,,,5.305556,-4.622222,-44.0,27.62,23.65,75.93,0.0
2020-04-11,US_MI,9630,0.0,389.0,209.0,,,808.0,30980.0,2081.0,164.0,0.37,0.79,1.56,12.86,1.31,4.69,0.0,3636.0,1582.0,,,,,,,,,,,3.522222,-4.574074,-45.0,27.67,22.6,85.19,0.0
2020-04-11,US_MN,562,,,,,,74.0,1806.0,64.0,7.0,0.35,0.61,1.2,11.11,1.09,4.09,23.0,145.0,69.0,340.0,,,,,,,,,,4.364198,-4.416667,-36.0,28.49,22.21,76.85,0.0
2020-04-11,US_MS,1187,,,,,,173.0,2642.0,93.0,11.0,0.23,0.74,1.54,14.02,1.53,5.08,46.0,,,528.0,,,,,,,,,,13.333333,4.690476,-32.0,31.92,26.22,75.0,0.0
2020-04-11,US_MO,1733,,,,,,225.0,4024.0,109.0,13.0,0.34,0.7,1.47,13.43,1.46,4.89,0.0,506.0,,,,,,,,,,,,11.746032,2.063492,-32.0,33.0,26.15,76.85,0.0
2020-04-11,US_MT,96,,,,,,12.0,377.0,6.0,0.0,0.41,0.69,1.52,11.53,1.14,4.29,5.0,21.0,,46.0,,,,,,,,,,-0.75,-2.728395,-39.0,32.03,24.32,79.63,0.0
2020-04-11,US_NE,379,,,,,,65.0,700.0,17.0,2.0,0.26,0.71,1.32,11.79,1.49,4.61,0.0,,,,,,,,,,,,,12.35,1.308642,-29.0,30.9,24.32,75.0,0.0
2020-04-11,US_NV,962,,,,,,116.0,2700.0,125.0,5.0,0.34,0.77,1.47,13.56,1.37,5.21,0.0,282.0,,,,,,,,,,,,8.592593,-2.716049,-53.0,31.79,25.36,76.85,0.0
2020-04-11,US_NH,308,,,,,,44.0,929.0,23.0,1.0,0.54,0.79,1.32,12.56,1.21,4.55,12.0,,,146.0,,,,,,,,,,0.855556,-5.461111,-37.0,31.76,24.93,85.19,0.0
2020-04-11,US_NJ,24027,,,,,,3563.0,58151.0,2844.0,323.0,0.59,1.07,2.01,17.23,1.93,6.55,0.0,7618.0,1746.0,,,,,,,,,,,7.703704,-5.388889,-47.0,31.12,26.87,76.85,0.0
2020-04-11,US_NM,630,0.0,1.0,0.0,,,102.0,1091.0,20.0,1.0,0.38,0.77,1.44,13.04,1.52,4.71,0.0,78.0,,,,,,,,,,,,13.194444,-11.91358,-36.0,28.57,25.15,87.04,0.0
2020-04-11,US_NY,67027,,,,,,9946.0,180458.0,8627.0,783.0,0.59,1.02,2.24,16.28,1.9,6.5,0.0,1.0,0.0,0.0,,,,,,,,,,3.694444,-4.635802,-48.0,29.55,25.44,82.41,0.0
2020-04-11,US_NC,1908,,,,,,404.0,4312.0,80.0,6.0,0.28,0.69,1.2,12.48,1.45,4.57,0.0,362.0,,,,,,,,,,,,8.661111,-1.766667,-35.0,29.82,23.29,80.56,0.0
2020-04-11,US_ND,107,,,,,,15.0,293.0,7.0,1.0,,0.42,1.26,11.88,1.44,4.45,0.0,10.0,,36.0,,,,,,,,,,2.583333,-5.180556,-28.0,29.89,24.3,61.11,0.0
2020-04-11,US_OH,2512,,,,,,372.0,6250.0,247.0,16.0,0.28,0.61,1.17,10.65,1.12,3.97,104.0,,,1859.0,,,,,,,,,,5.016667,-2.487654,-37.0,27.44,21.07,82.41,0.0
2020-04-11,US_OK,709,,,,,,74.0,1868.0,94.0,6.0,0.33,0.73,1.36,12.88,1.46,4.83,18.0,383.0,191.0,446.0,,,,,,,,,,16.377778,9.038889,-32.0,33.49,26.08,79.63,0.0
2020-04-11,US_OR,447,,,,,,50.0,1371.0,48.0,4.0,0.23,0.44,0.98,8.29,0.9,3.15,0.0,146.0,66.0,326.0,,,,,,,,,,12.469136,1.357143,-36.0,22.04,28.28,78.7,0.0
2020-04-11,US_PA,11664,,,,,,1676.0,21655.0,494.0,78.0,0.35,0.75,1.41,13.04,1.35,4.68,0.0,2115.0,,,,,,,,,,,,5.694444,-4.916667,-40.0,30.37,24.3,85.19,0.0
2020-04-11,US_RI,1543,,,,,,280.0,2853.0,56.0,7.0,0.4,0.79,1.68,14.7,1.45,5.12,0.0,0.0,0.0,0.0,,,,,,,,,,6.405556,-3.208333,-40.0,32.0,26.41,82.41,0.0
2020-04-11,US_SC,1290,,,,,,142.0,3207.0,80.0,8.0,0.29,0.86,1.66,15.88,1.98,5.95,0.0,,,496.0,,,,,,,,,,11.844444,-0.826389,-34.0,37.04,28.84,85.19,0.0
2020-04-11,US_SD,414,,,,,,90.0,626.0,6.0,0.0,,0.66,1.19,12.46,1.32,4.26,4.0,,,33.0,,,,,,,,,,5.322222,-0.979167,-31.0,27.15,22.45,67.59,0.0
2020-04-11,US_TN,1718,1.0,9.0,5.0,,,252.0,5114.0,101.0,3.0,0.34,0.74,1.41,13.32,1.61,4.92,20.0,411.0,,556.0,,,,,,,,,,8.666667,-2.229167,-33.0,34.26,26.0,75.93,0.0
2020-04-11,US_TX,6642,,,,,,890.0,12561.0,254.0,28.0,0.31,0.8,1.41,13.11,1.46,5.21,0.0,1514.0,563.0,,,,,,,,,,,19.322222,15.074074,-38.0,33.25,26.66,78.24,0.0
2020-04-11,US_UT,782,,,,,,104.0,2206.0,18.0,1.0,0.27,0.43,0.87,14.66,0.78,2.95,7.0,,,190.0,,,,,,,,,,10.298611,-1.825397,-34.0,21.0,22.15,69.44,0.0
2020-04-11,US_VT,250,,,,,,33.0,713.0,25.0,1.0,0.49,,1.55,12.09,1.07,4.31,0.0,77.0,,,,,,,,,,,,2.644444,-4.872222,-44.0,30.22,25.27,82.41,0.0
2020-04-11,US_VA,2668,,,,,,568.0,5077.0,130.0,9.0,0.31,0.76,1.32,13.13,1.51,4.82,87.0,1252.0,426.0,772.0,,,,,,,,,,8.038889,-4.91358,-36.0,30.82,24.78,75.93,0.0
2020-04-11,US_WA,2728,,,,,,363.0,10149.0,494.0,18.0,0.36,0.68,1.43,12.22,1.36,4.64,0.0,649.0,191.0,,,,,,,,,,,11.716049,-0.388889,-41.0,33.19,25.91,79.63,0.0
2020-04-11,US_WV,311,,,,,,23.0,577.0,5.0,0.0,0.26,0.62,1.29,12.91,1.17,4.41,0.0,85.0,40.0,,,,,,,,,,,5.761111,-4.555556,-31.0,32.51,26.78,78.7,0.0
2020-04-11,US_WI,1101,0.0,15.0,4.0,,,157.0,3822.0,137.0,9.0,0.29,0.61,1.23,10.81,1.17,4.08,46.0,445.0,184.0,950.0,,,,,,,,,,5.038889,-5.055556,-33.0,28.63,21.59,79.63,0.0
2020-04-11,US_WY,154,,,,,,3.0,343.0,0.0,0.0,,,1.33,10.48,0.95,3.85,0.0,,,37.0,,,,,,,,,,8.135802,-3.194444,-30.0,28.87,21.84,77.78,0.0
2020-04-11,US_GU,458,,,,,,3.0,133.0,5.0,1.0,,,,,,,0.0,14.0,2.0,,,,,,,,,,,27.944444,22.305556,,,,,
2020-04-11,US_MP,3,,,,,,0.0,11.0,2.0,0.0,,,,,,,0.0,,,,,,,,,,,,,28.263889,22.152778,,,,,
2020-04-11,US_PR,336,,,,,,63.0,788.0,42.0,3.0,,,,,,,39.0,155.0,25.0,78.0,,,,,,,,,,27.54321,22.888889,-65.0,,,,
2020-04-11,US_VI,9,,,,,,1.0,51.0,1.0,0.0,,,,,,,0.0,3.0,,,,,,,,,,,,27.888889,22.805556,,,,,
2020-04-18,US_AL,1461,,,,,,125.0,4655.0,146.0,2.0,0.26,0.69,1.15,10.19,1.38,4.33,26.0,359.0,,620.0,,,,,,,,,,19.033333,12.34127,-24.0,34.05,23.61,79.63,0.0
2020-04-18,US_AK,57,,,,,,5.0,319.0,9.0,0.0,,,1.1,9.21,1.61,3.61,0.0,39.0,,35.0,,,,,,,,,,5.077778,1.784722,-27.0,33.29,23.78,90.74,0.0
2020-04-18,US_AZ,1326,,,,,,212.0,4719.0,177.0,8.0,0.34,0.65,1.25,10.84,1.45,4.37,52.0,566.0,285.0,1341.0,,,,,,,,,,15.466667,-3.027778,-32.0,33.23,24.2,67.59,0.0
2020-04-18,US_AR,549,,,,,,44.0,1739.0,38.0,1.0,0.3,0.47,1.02,9.07,1.06,3.82,161.0,86.0,,291.0,,,,,,,,,,10.333333,4.277778,-19.0,31.04,20.98,69.44,0.0
2020-04-18,US_CA,8408,,,,,,1435.0,28963.0,1072.0,87.0,0.32,0.7,1.2,11.15,1.35,4.5,0.0,4936.0,1490.0,,,,,,,,,,,15.555556,10.930556,-35.0,32.8,24.49,82.41,0.0
2020-04-18,US_CO,2540,0.0,22.0,14.0,,,386.0,9433.0,411.0,20.0,0.39,0.58,1.15,9.36,1.04,3.71,42.0,874.0,,1797.0,,,,,,,,,,2.851852,-9.765432,-36.0,28.54,20.28,82.41,0.0
2020-04-18,US_CT,6040,1.0,44.0,21.0,,,0.0,16809.0,1036.0,0.0,0.43,0.69,1.37,12.34,1.42,4.75,0.0,1946.0,,,,,,,,,,,,3.994444,1.173611,-38.0,31.56,24.25,78.7,0.0
2020-04-18,US_DE,1059,0.0,73.0,12.0,1197.0,1454.0,117.0,2652.0,78.0,10.0,0.31,0.49,1.07,10.46,1.03,3.75,0.0,224.0,,,,,,,,,,,,9.756944,4.833333,-35.0,26.77,20.46,84.26,0.0
2020-04-18,US_DC,888,0.0,28.0,15.0,,,127.0,2793.0,91.0,5.0,0.46,0.63,1.21,11.16,1.31,4.44,0.0,313.0,105.0,,,,,,,,,,,9.611111,3.579365,,29.7,22.61,87.04,0.0
2020-04-18,US_FL,6506,0.0,30.0,14.0,,,1083.0,23906.0,754.0,55.0,0.35,0.72,1.31,10.92,1.3,4.57,177.0,,,3842.0,,,,,,,,,,23.561728,21.191358,-38.0,33.87,25.22,81.94,0.0
2020-04-18,US_GA,4753,,,,,,475.0,17669.0,673.0,23.0,0.27,0.72,1.16,11.08,1.54,4.46,96.0,,,3420.0,,,,,,,,,,18.5,11.555556,-31.0,31.82,23.1,71.3,0.0
2020-04-18,US_HI,84,,,,,,12.0,553.0,9.0,0.0,0.3,0.86,1.36,13.24,1.84,5.1,3.0,,,48.0,,,,,,,,,,23.766667,16.515873,-44.0,39.99,27.86,76.85,0.0
2020-04-18,US_ID,230,,,,,,46.0,1655.0,43.0,2.0,0.18,0.49,1.27,10.6,1.16,4.07,3.0,53.0,,151.0,,,,,,,,,,4.351852,-8.015873,-29.0,35.68,24.91,87.96,0.0
2020-04-18,US_IL,9980,,,,,,1585.0,29160.0,1259.0,125.0,0.33,0.67,1.16,11.09,1.31,4.2,0.0,4340.0,1192.0,,,,,,,,,,,4.877778,-0.802469,-32.0,29.24,21.71,82.41,0.0
2020-04-18,US_IN,3236,,,,0.0,0.0,487.0,10641.0,545.0,26.0,0.29,0.59,1.12,9.51,1.16,3.7,0.0,,663.0,,,,,,,,,,,5.25,0.144444,-31.0,29.74,20.84,71.3,0.0
2020-04-18,US_IA,1003,,,,,,181.0,2513.0,74.0,10.0,0.29,0.59,1.25,10.66,1.22,3.66,0.0,193.0,52.0,,,,,,,,,,,7.37037,0.854167,-23.0,32.6,23.71,72.22,0.0
2020-04-18,US_KS,538,,,,,,85.0,1790.0,86.0,2.0,0.31,0.58,1.02,9.19,1.13,3.71,8.0,,,383.0,,,,,,,,,,8.691358,0.092593,-26.0,31.25,21.73,79.63,0.0
2020-04-18,US_KY,856,,,,,,93.0,2522.0,137.0,8.0,0.27,0.58,1.14,9.82,1.15,3.9,37.0,360.0,227.0,1008.0,,,,,,,,,,7.228395,2.534722,-29.0,32.16,22.72,90.74,0.0
2020-04-18,US_LA,3566,,,,,,462.0,23580.0,1267.0,54.0,0.29,0.69,1.27,10.7,1.54,4.51,0.0,1761.0,,,,,,,,,,,,20.188889,17.148148,-31.0,31.58,22.98,75.93,0.0
2020-04-18,US_ME,231,0.0,3.0,1.0,,,20.0,847.0,32.0,3.0,0.13,0.31,0.68,5.53,0.76,2.19,3.0,49.0,20.0,136.0,,,,,,,,,,1.54321,-7.436508,-32.0,18.24,19.66,93.52,0.0
2020-04-18,US_MD,4685,,,,,,736.0,12308.0,582.0,41.0,0.34,0.72,1.3,11.65,1.47,4.67,145.0,,,2757.0,,,,,,,,,,9.715278,3.706349,-37.0,29.85,22.87,93.52,0.0
2020-04-18,US_MA,13512,,,,,,1970.0,36372.0,1983.0,161.0,0.39,0.61,1.23,10.65,1.18,3.99,-28.0,3728.0,987.0,3728.0,,,,,,,,,,2.981481,-0.04321,-45.0,27.6,21.46,75.93,0.0
2020-04-18,US_MI,6863,0.0,578.0,272.0,,,709.0,37029.0,3107.0,123.0,0.33,0.63,1.19,10.02,1.21,3.85,0.0,3634.0,1423.0,,,,,,,,,,,4.622222,-3.679012,-40.0,27.9,19.99,85.19,0.0
2020-04-18,US_MN,786,,,,,,120.0,2788.0,121.0,10.0,0.29,0.53,1.04,8.91,1.1,3.36,43.0,239.0,111.0,561.0,,,,,,,,,,6.932099,-3.909722,-31.0,29.37,20.74,76.85,0.0
2020-04-18,US_MS,1332,,,,,,181.0,3974.0,152.0,12.0,0.25,0.64,1.16,10.35,1.2,4.23,46.0,,154.0,782.0,,,,,,,,,,16.820988,12.534722,-26.0,31.06,23.24,75.0,0.0
2020-04-18,US_MO,1493,,,,,,234.0,5517.0,175.0,10.0,0.33,0.53,1.09,10.02,1.25,3.97,0.0,875.0,,,,,,,,,,,,6.34127,-1.246032,-27.0,32.98,23.04,76.85,0.0
2020-04-18,US_MT,49,,,,,,4.0,426.0,10.0,2.0,,,1.25,8.91,1.03,3.78,1.0,17.0,,55.0,,,,,,,,,,4.427778,-1.098765,-32.0,33.06,23.61,79.63,0.0
2020-04-18,US_NE,630,,,,,,72.0,1138.0,24.0,0.0,0.31,0.68,1.08,10.1,1.26,3.83,0.0,,,,,,,,,,,,,9.05,-3.37037,-21.0,31.74,22.69,75.0,0.0
2020-04-18,US_NV,906,,,,,,102.0,3626.0,168.0,6.0,0.32,0.71,1.26,10.98,1.44,4.23,0.0,,,,,,,,,,,,,8.666667,-1.030864,-51.0,31.43,23.27,76.85,0.0
2020-04-18,US_NH,413,,,,,,55.0,1342.0,38.0,1.0,0.34,0.5,1.13,11.06,1.1,3.87,2.0,85.0,,192.0,,,,,,,,,,1.322222,-5.444444,-37.0,31.02,22.57,85.19,0.0
2020-04-18,US_NJ,23269,,,,,,2953.0,81420.0,5139.0,286.0,0.52,0.88,1.61,13.65,1.67,5.41,0.0,7718.0,2024.0,,,,,,,,,,,7.7,3.930556,-44.0,30.84,23.93,82.41,0.0
2020-04-18,US_NM,624,0.0,5.0,4.0,,,87.0,1798.0,53.0,2.0,0.27,0.62,1.06,10.0,1.28,4.14,16.0,92.0,,258.0,,,,,,,,,,15.072222,-6.098765,-32.0,29.64,22.46,87.04,0.0
2020-04-18,US_NY,57552,,,,,,7090.0,236732.0,13362.0,540.0,0.55,0.79,1.69,12.6,1.57,5.16,0.0,0.0,0.0,0.0,,,,,,,,,,3.066667,-2.185185,-45.0,28.84,22.62,82.41,0.0
2020-04-18,US_NC,1830,,,,,,281.0,6140.0,164.0,12.0,0.22,0.57,0.98,9.59,1.23,3.81,0.0,388.0,,,,,,,,,,,,16.8,7.622222,-30.0,30.1,21.0,80.56,0.0
2020-04-18,US_ND,235,,,,,,90.0,528.0,9.0,0.0,,0.41,1.25,10.45,1.06,4.13,0.0,13.0,,47.0,,,,,,,,,,7.638889,-2.534722,-23.0,30.49,22.68,61.11,0.0
2020-04-18,US_OH,3971,,,,,,1115.0,10222.0,451.0,33.0,0.27,0.48,0.99,8.76,1.07,3.38,95.0,,,2519.0,,,,,,,,,,4.855556,0.419753,-32.0,27.42,19.29,82.41,0.0
2020-04-18,US_OK,702,,,,,,105.0,2570.0,139.0,3.0,0.32,0.52,1.11,9.5,1.2,3.97,13.0,307.0,136.0,541.0,,,,,,,,,,8.377778,1.5,-26.0,33.65,23.14,79.63,0.0
2020-04-18,US_OR,397,,,,,,49.0,1785.0,70.0,6.0,0.21,0.41,0.83,6.71,0.86,2.72,13.0,301.0,69.0,427.0,,,,,,,,,,9.905556,-4.152778,-34.0,22.83,24.66,78.7,0.0
2020-04-18,US_PA,9968,,,,,,1628.0,31069.0,836.0,80.0,0.35,0.6,1.19,10.5,1.21,3.98,0.0,2613.0,,,,,,,,,,,,4.588889,0.072222,-36.0,29.92,21.89,85.19,0.0
2020-04-18,US_RI,2142,,,,,,283.0,4868.0,150.0,32.0,0.33,0.64,1.12,12.46,1.26,4.44,0.0,0.0,0.0,0.0,,,,,,,,,,3.638889,1.444444,-41.0,32.85,24.29,82.41,0.0
2020-04-18,US_SC,1039,,,,,,315.0,4246.0,119.0,10.0,0.24,0.66,1.24,11.3,1.5,4.59,101.0,,,776.0,,,,,,,,,,19.838889,11.618056,-29.0,37.44,25.1,85.19,0.0
2020-04-18,US_SD,915,,,,,,131.0,1542.0,7.0,0.0,,0.58,1.1,9.2,1.04,3.41,5.0,,,68.0,,,,,,,,,,8.794444,-2.409722,-26.0,28.19,21.54,67.59,0.0
2020-04-18,US_TN,1641,1.0,14.0,7.0,,,173.0,6762.0,145.0,3.0,0.28,0.57,1.15,10.31,1.4,4.04,8.0,593.0,,719.0,,,,,,,,,,10.469136,4.819444,-27.0,34.15,23.15,75.93,0.0
2020-04-18,US_TX,5719,,,,,,889.0,18260.0,453.0,25.0,0.27,0.63,1.14,10.18,1.24,4.3,0.0,1321.0,624.0,,,,,,,,,,,12.088889,8.141975,-31.0,32.29,23.56,78.24,0.0
2020-04-18,US_UT,734,,,,,,126.0,2931.0,25.0,2.0,0.2,0.36,0.75,11.22,0.69,2.38,7.0,,,251.0,,,,,,,,,,8.236111,-1.833333,-28.0,20.89,19.3,63.89,0.0
2020-04-18,US_VT,92,,,,,,10.0,802.0,38.0,3.0,,0.46,0.92,8.64,1.09,3.42,0.0,56.0,,,,,,,,,,,,3.161111,-4.788889,-41.0,32.08,22.68,82.41,0.0
2020-04-18,US_VA,2977,,,,,,562.0,8053.0,258.0,27.0,0.3,0.63,1.13,10.52,1.29,4.02,107.0,1307.0,398.0,1221.0,,,,,,,,,,12.622222,3.154321,-33.0,31.11,22.29,75.93,0.0
2020-04-18,US_WA,1623,,,,,,309.0,12014.0,598.0,13.0,0.32,0.66,1.14,10.15,1.33,4.1,0.0,518.0,155.0,,,,,,,,,,,14.049383,1.034722,-38.0,34.07,23.72,79.63,0.0
2020-04-18,US_WV,232,,,,,,31.0,785.0,16.0,3.0,0.4,0.44,1.11,9.56,1.12,3.55,0.0,83.0,40.0,,,,,,,,,,,6.161111,2.555556,-29.0,31.82,23.45,78.7,0.0
2020-04-18,US_WI,986,0.0,20.0,6.0,,,174.0,5013.0,211.0,6.0,0.2,0.5,1.1,8.97,1.05,3.36,23.0,361.0,136.0,1176.0,,,,,,,,,,5.9,-4.265432,-27.0,27.97,20.05,79.63,0.0
2020-04-18,US_WY,69,,,,,,10.0,422.0,2.0,0.0,,,1.04,9.08,1.03,3.47,7.0,19.0,,50.0,,,,,,,,,,4.654321,-9.034722,-24.0,29.87,20.25,77.78,0.0
2020-04-18,US_GU,124,,,,,,0.0,133.0,5.0,0.0,,,,,,,0.0,6.0,2.0,,,,,,,,,,,28.507937,23.37037,,,,,
2020-04-18,US_MP,3,,,,,,1.0,14.0,2.0,0.0,,,,,,,0.0,,,,,,,,,,,,,29.166667,23.388889,,,,,
2020-04-18,US_PR,330,,,,,,50.0,1118.0,60.0,2.0,,,,,,,0.0,165.0,,,,,,,,,,,,26.666667,22.097222,-45.0,,,,
2020-04-18,US_VI,2,,,,,,2.0,53.0,3.0,1.0,,,,,,,0.0,,,,,,,,,,,,,27.611111,22.111111,,,,,
2020-04-25,US_AL,1490,,,,,,305.0,6137.0,212.0,15.0,0.29,0.58,1.07,9.38,1.24,3.9,71.0,351.0,,839.0,,,,,,,,,,19.438889,14.293651,-23.0,34.48,23.37,79.63,0.0
2020-04-25,US_AK,25,,,,,,2.0,341.0,9.0,0.0,0.58,0.63,0.93,8.34,0.71,3.33,0.0,32.0,,35.0,,,,,,,,,,-0.811111,-12.833333,-25.0,34.28,21.7,75.0,0.0
2020-04-25,US_AZ,1561,,,,,,235.0,6280.0,266.0,0.0,0.41,0.61,1.08,9.58,1.29,3.78,46.0,697.0,313.0,1672.0,,,,,,,,,,22.216049,-3.123457,-32.0,34.26,23.26,67.59,0.0
2020-04-25,US_AR,1132,,,,,,88.0,2829.0,47.0,2.0,0.28,0.43,0.93,7.91,0.99,3.48,0.0,104.0,,291.0,,,,,,,,,,16.919753,11.580247,-20.0,32.18,21.24,69.44,0.0
2020-04-25,US_CA,11761,0.0,,,20957.0,20908.0,1883.0,41137.0,1651.0,89.0,0.41,0.58,0.99,9.84,1.37,3.83,0.0,4847.0,1458.0,,,,,,,,,,,22.055556,11.590278,-34.0,34.25,23.48,82.41,0.0
2020-04-25,US_CO,3534,0.0,33.0,20.0,,,713.0,12968.0,672.0,-2.0,0.41,0.47,1.0,8.48,1.03,3.31,44.0,1046.0,,2410.0,,,,,,,,,,4.62963,-6.567901,-35.0,28.88,19.36,82.41,0.0
